imdb_id,mpaa_rating,running_time,budget,opening_wkd,gross_us,awards,genres_Action,genres_Adventure,genres_Animation,genres_Biography,genres_Comedy,genres_Crime,genres_Drama,genres_Documentary,genres_Fantasy,genres_Family,genres_History,genres_Horror,genres_Mystery,genres_Musical,genres_Music,genres_Romance,genres_Sci-Fi,genres_Sport,genres_Thriller,genres_War,genres_Western,country_United States,country_United Kingdom,country_France,country_Canada,country_India,country_other,language_English,language_French,language_Hindi,language_other,release_endtime,release_starttime,show_time_week,company,distributor
tt1700844,2,98.0,,123841,1124786,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2223,2203,20,co0235025,Music Box Films
tt1702425,2,84.0,,2287239,5895238,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,2210,2202,8,co0325194,Pantelion Films
tt1703958,4,,,637100,1153360,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2201,2197,4,,>UTV&nbsp;
tt1704573,1,99.0,,85805,9203192,27,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2228,2208,20,co0143550,Millennium Entertainment
tt1706593,1,84.0,12000000.0,22004098,64572496,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2213,2196,17,co0000756,Twentieth Century Fox Film Corporation
tt1707386,1,158.0,61000000.0,27281735,148775460,239,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2256,2243,13,co0005073,Universal Pictures
tt1710396,1,118.0,25000000.0,11225190,30920167,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2202,2193,9,co0026840,Warner Bros.
tt1712170,1,101.0,35000000.0,11396768,25863915,4,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2243,2233,10,co0046206,Summit Entertainment
tt1716777,1,114.0,16000000.0,4255423,12412386,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2224,2217,7,co0226183,Walt Disney Studios Motion Pictures
tt1720616,2,107.0,,2017466,7250054,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2214,2201,13,co0017716,Roadside Attractions
tt1726669,2,102.0,10000000.0,37864,220282,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2222,2221,1,co0192696,LD Entertainment
tt1728986,3,,700000000.0,561996,1216258,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2221,2218,3,,>FIP&nbsp;
tt1735898,1,127.0,170000000.0,56217700,155111815,60,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2226,2213,13,co0005073,Universal Pictures
tt1742336,2,90.0,125000.0,109221,1573712,8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2224,2215,9,co0015762,IFC Films
tt1748122,1,94.0,16000000.0,522996,45507053,121,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2234,2212,22,co0042399,Focus Features
tt1748227,2,82.0,10000000.0,3104269,6842058,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2243,2239,4,co0192696,LD Entertainment
tt1753813,2,100.0,,72100,72100,21,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,2219,2219,0,co0243890,Cohen Media Group
tt1758610,1,92.0,,525192,525192,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2229,2229,0,co0410638,Anderson Digital
tt1758830,2,134.0,35000000.0,11579175,67523385,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2251,2242,9,co0005073,Universal Pictures
tt1764183,2,107.0,12000000.0,2002165,7918283,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2245,2228,17,co0173285,Lionsgate
tt1764234,2,97.0,15000000.0,6812900,14938570,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2245,2239,6,co0150452,"Weinstein Company, The"
tt1764651,2,103.0,92000000.0,28591370,85017401,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,2237,2224,13,co0173285,Lionsgate
tt1767382,2,86.0,,6661234,12555230,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,2205,2201,4,co0342335,Open Road Films (II)
tt1772341,3,108.0,165000000.0,49038712,189412677,65,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2260,2235,25,co0226183,Walt Disney Studios Motion Pictures
tt1772925,3,81.0,,42035,25645988,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2224,2201,23,co0134717,Magnolia Pictures
tt1781769,2,129.0,,320690,12802907,79,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2251,2237,14,co0042399,Focus Features
tt1787988,4,131.0,7400000.0,1638706,2706375,20,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,2241,2239,2,,>RELIANCE BIG PICTURES&nbsp;
tt1790885,2,157.0,40000000.0,417150,95720716,196,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,2256,2242,14,co0071509,Columbia Pictures
tt1790886,2,85.0,,26588460,96744503,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2237,2223,14,co0026840,Warner Bros.
tt1792647,3,91.0,,2162993,12495865,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2249,2242,7,co0023400,Paramount Pictures
tt1800741,1,99.0,33000000.0,11731708,35057332,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2230,2221,9,co0046206,Summit Entertainment
tt1815852,1,92.0,,1183701,3376905,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2231,2223,8,,>ARC ENTERTAINMENT&nbsp;
tt1817676,1,93.0,,1384078,2594878,15,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2215,2210,5,co0325194,Pantelion Films
tt1827512,1,87.0,,45933,1384749,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2214,2202,12,co0284618,Sundance Selects
tt1838544,1,94.0,,4770360,11653123,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2205,2199,6,co0046206,Summit Entertainment
tt1839492,2,104.0,,140822,2535819,6,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2233,2221,12,co0028932,Fox Searchlight Pictures
tt1840417,1,102.0,,4750894,11434867,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2230,2227,3,co0047306,CBS Films
tt1849718,4,,600000000.0,1140464,1981605,25,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,2198,2195,3,,>EROS&nbsp;
tt1853728,2,165.0,100000000.0,30122888,162804648,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,2262,2243,19,co0150452,"Weinstein Company, The"
tt1855199,2,109.0,,13152683,40983001,17,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,2245,2229,16,co0342335,Open Road Films (II)
tt1855325,2,96.0,65000000.0,21052227,42345531,10,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,2236,2228,8,co0010568,Screen Gems
tt1859650,2,112.0,17000000.0,361359,16684352,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,2236,2216,20,co0014453,Sony Pictures Classics
tt1862079,2,86.0,750000.0,97762,4007792,20,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2232,2214,18,co0314851,FilmDistrict
tt1866249,2,95.0,,113467,5997134,72,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2253,2233,20,co0028932,Fox Searchlight Pictures
tt1870529,3,121.0,,2603370,5308553,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2237,2230,7,co0000756,Twentieth Century Fox Film Corporation
tt1876451,1,116.0,17000000.0,11643342,24397469,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2230,2224,6,co0110101,Sony Pictures Releasing
tt1885265,1,110.0,,15583924,35010192,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2210,2199,11,co0173285,Lionsgate
tt1899353,2,101.0,1100000.0,213785,4105123,15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,2218,2203,15,co0222021,Stage 6 Films
tt1907668,2,138.0,31000000.0,24900566,93749203,67,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2249,2235,14,co0023400,Paramount Pictures
tt1915581,2,110.0,,39127170,113709992,20,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2229,2217,12,co0026840,Warner Bros.
tt1922777,2,110.0,,18007634,48056940,11,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,2243,2232,11,co0046206,Summit Entertainment
tt1931533,2,110.0,15000000.0,4174915,14989761,20,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2241,2232,9,co0047306,CBS Films
tt1954352,1,105.0,,251041,1830475,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2219,2211,8,co0010224,20th Century Fox Home Entertainment
tt1980986,4,145.0,450000000.0,847132,1503059,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2207,2205,2,,>EROS&nbsp;
tt1981677,1,112.0,17000000.0,5149433,64998368,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2249,2230,19,co0005073,Universal Pictures
tt1985017,1,111.0,10000000.0,1746025,3333823,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2238,2232,6,co0010224,20th Century Fox Home Entertainment
tt1990314,1,89.0,2500000.0,35539,3325638,9,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2246,2224,22,co0222021,Stage 6 Films
tt1991245,2,86.0,,7955307,18112929,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2219,2212,7,co0026840,Warner Bros.
tt1996264,2,85.0,850000.0,143935,1243961,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2231,2226,5,co0042399,Focus Features
tt1996346,1,101.0,,641542,1082299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2208,2206,2,,>CODEBLACK&nbsp;
tt2008513,4,95.0,,48024,894471,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2216,2209,7,co0284618,Sundance Selects
tt2011971,1,94.0,,112190,2009041,75,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,2231,2206,25,co0235025,Music Box Films
tt2016894,4,132.0,,1139340,1484404,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,2224,2224,0,,>RASH RAJ FILMS&nbsp;
tt2023453,3,94.0,22000000.0,14623599,49002815,12,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2241,2222,19,co0010224,20th Century Fox Home Entertainment
tt2053352,1,86.0,,63700,1004821,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,2248,2229,19,co0058013,Samuel Goldwyn Films
tt2053425,2,120.0,15000000.0,27154,2061449,86,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,2256,2238,18,co0014453,Sony Pictures Classics
tt2073016,1,105.0,,125691,1160773,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,2243,2234,9,co0243890,Cohen Media Group
tt2073128,5,40.0,,270228,13598884,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2287,2207,80,co0057495,IMAX
tt2077851,1,81.0,,322677,2263436,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2237,2225,12,co0015762,IFC Films
tt2082197,4,151.0,300000000.0,1061713,2804874,56,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2234,2228,6,,>UTV&nbsp;
tt2083383,1,111.0,,12162040,35754555,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2240,2229,11,co0026840,Warner Bros.
tt2091473,2,106.0,15000000.0,173915,7556708,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2246,2243,3,co0042399,Focus Features
tt2097307,2,100.0,,4675026,13746550,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2231,2225,6,co0342335,Open Road Films (II)
tt2109184,2,88.0,,29003866,53884821,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2243,2233,10,co0023400,Paramount Pictures
tt2112131,4,120.0,450000000.0,1019213,2474674,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2244,2242,2,,>EROS&nbsp;
tt2125435,1,93.0,1800000.0,169702,12784397,226,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2254,2217,37,co0028932,Fox Searchlight Pictures
tt2125608,1,86.0,,27459,3695904,93,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2276,2221,55,co0014453,Sony Pictures Classics
tt2125666,3,100.0,,51326,2401652,29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,2237,2220,17,co0134717,Magnolia Pictures
tt2168910,4,146.0,,647956,1027121,34,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2220,2219,1,,>EROS&nbsp;
tt2176013,4,176.0,7200000.0,1283585,3047539,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2238,2237,1,,>YASH RAJ FILMS&nbsp;
tt2181931,4,134.0,,745414,1670773,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2233,2231,2,,>EROS&nbsp;
tt2215285,1,114.0,20000000.0,25390575,65623128,5,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2228,2217,11,co0173285,Lionsgate
tt2215719,3,93.0,12000000.0,7138266,25240988,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2224,2218,6,co0023400,Paramount Pictures
tt2247692,3,87.0,2500000.0,31610,33349949,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2231,2219,12,co0191426,Rocky Mountain Pictures
tt2359137,3,101.0,,1585994,3310439,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2231,2228,3,co0191426,Rocky Mountain Pictures
