,imdb_id,score
0,tt0383010,25.37358279907104
1,tt0401729,2.0157093306232
2,tt0431021,1.6312816904532323
3,tt0443272,2.0843673725067586
4,tt0454876,2.07094923619001
5,tt0485985,36.485357953862724
6,tt0763831,0.29228560157694033
7,tt0770802,9.55571599986502
8,tt0790724,0.5711509818179599
9,tt0837562,2.3995287160080245
10,tt0848228,4.517204942525117
11,tt0938330,1.7851518458778644
12,tt1024648,3.3062872666097918
13,tt1047540,2.9522668218038657
14,tt1071875,10.521590466892723
15,tt1074638,17.320667103194243
16,tt1077368,2.8768048008795306
17,tt1142977,2.8198471416930273
18,tt1183919,17.80404326713211
19,tt1195478,3.702868916793443
20,tt1217209,3.726211985974186
21,tt1222815,1.5623141831407676
22,tt1226240,9.557171761498433
23,tt1232200,5.744034356058303
24,tt1232829,2.8819895428723865
25,tt1234719,2.0942917044237297
26,tt1258972,0.9191200879807655
27,tt1259521,32.13216008478666
28,tt1276104,5.9452405893791695
29,tt1276419,1.1643624823068555
30,tt1277953,10.847602646302864
31,tt1298649,3.7457724190990813
32,tt1307068,0.6420386202406839
33,tt1327194,1.518013509531992
34,tt1336608,1.2866354113854224
35,tt1343727,1.7332481304203242
36,tt1345836,3.7552059822696227
37,tt1366365,0.051046236111930834
38,tt1371111,2.8713413048662373
39,tt1386703,4.34069017649125
40,tt1392170,53.69926929812566
41,tt1397280,10.07586112639988
42,tt1397514,4.20419178915856
43,tt1405365,0.19043076767330067
44,tt1409024,11.022290826129812
45,tt1412386,11.07900821808296
46,tt1417075,0.3958721408995921
47,tt1430615,2.451522529745208
48,tt1430626,7.841578583535751
49,tt1433822,2.407589929844821
50,tt1435513,8.935305324899863
51,tt1440129,0.9000458463992083
52,tt1441952,2.0745730182121833
53,tt1445520,0.1966911183274464
54,tt1446192,11.400943652616098
55,tt1446714,0.7658025915006832
56,tt1456635,7.554465884623326
57,tt1462769,12.501141058846413
58,tt1477855,4.226031494332496
59,tt1482459,9.129100807554643
60,tt1496025,2.468817846023184
61,tt1506999,0.25635236929860805
