imdb_id,title,outline,director,writer,star,top cast
tt1217209,Brave,"Determined to make her own path in life, Princess Merida defies a custom that brings chaos to her kingdom. Granted one wish, Merida must rely on her bravery and her archery skills to undo a beastly curse.",Mark AndrewsBrenda ChapmanSteve Purcell,Brenda Chapman(story by)Mark Andrews(screenplay by)Steve Purcell(screenplay by),Kelly Macdonald(voice)Billy Connolly(voice)Emma Thompson(voice),Kelly MacdonaldMeridaas Merida(voice)Billy ConnollyFergusas Fergus(voice)Emma ThompsonElinoras Elinor(voice)Julie WaltersThe Witchas The Witch(voice)Robbie ColtraneLord Dingwallas Lord Dingwall(voice)Kevin McKiddLord MacGuffinas Lord MacGuffin(voice)…Craig FergusonLord Macintoshas Lord Macintosh(voice)Sally KinghornMaudieas Maudie(voice)Eilidh FraserMaudieas Maudie(voice)Peigi BarkerYoung Meridaas Young Merida(voice)Steven CreeYoung Macintoshas Young Macintosh(voice)Steve PurcellThe Crowas The Crow(voice)Callum O'NeillWee Dingwallas Wee Dingwall(voice)Patrick DoyleMartinas Martin(voice)John RatzenbergerGordonas Gordon(voice)John HaslerAdditional Voicesas Additional Voices(uncredited)
tt1222815,Chimpanzee,"Meet adorable young chimp Oscar and his fellow mayhem-creating buddies, who see the world as their playground. Full of curiosity, joy and a love for mimicking others, these are some of the most extraordinary personalities in the jungle.",Alastair FothergillMark Linfield,Alastair Fothergill(original concept)Mark Linfield(original concept)Don Hahn,Tim Allen(voice),Tim AllenNarratoras Narrator(voice)
tt1226240,A Late Quartet,"Members of a world-renowned string quartet struggle to stay together in the face of death, competing egos, and insuppressible lust.",Yaron Zilberman,Yaron Zilberman(story by)Seth Grossman(screenplay by),Philip Seymour HoffmanChristopher WalkenCatherine Keener,Philip Seymour HoffmanRobert Gelbartas Robert GelbartChristopher WalkenPeter Mitchellas Peter MitchellCatherine KeenerJuliette Gelbartas Juliette GelbartMark IvanirDaniel Lerneras Daniel LernerImogen PootsAlexandra Gelbartas Alexandra GelbartMadhur JaffreyDr. Nadiras Dr. NadirLiraz CharhiPilaras PilarWallace ShawnGideon Rosenas Gideon RosenPamela QuinnParkinson's Class Instructoras Parkinson's Class InstructorBrooklyn Parkinson GroupParkinson's Class Participantsas Parkinson's Class ParticipantsCristian PuigFlamenco Guitaristas Flamenco GuitaristRebeca TomasFlamenco Danceras Flamenco DancerMegan McQuillanSotheby's Executiveas Sotheby's ExecutiveDavid ReddenAuctioneeras AuctioneerTed HartleyWinning Bidderas Winning BidderStephen PayneJackas JackAlyssa LewisLittle Girl in Subwayas Little Girl in SubwayAttacca String QuartetJuilliard Student Quartetas Juilliard Student Quartet
tt1232200,That's My Boy,"While in his teens, Donny fathered a son, Todd, and raised him as a single parent until Todd's 18th birthday. Now Donny resurfaces just before Todd's wedding after years apart, sending the groom-to-be's world crashing down.",Sean Anders,David Caspe,Adam SandlerAndy SambergLeighton Meester,Adam SandlerDonnyas DonnyAndy SambergToddas ToddLeighton MeesterJamieas JamieSusan SarandonMary McGarricle (Present Day)as Mary McGarricle (Present Day)Vanilla IceVanilla Iceas Vanilla IceJames CaanFather McNallyas Father McNallyMilo VentimigliaChadas ChadBlake ClarkGeraldas GeraldMeagen FayHelenas HelenTony OrlandoSteve Spirouas Steve SpirouWill FortePhilas PhilRachel DratchPhil's Wifeas Phil's WifeNick SwardsonKennyas KennyPeggy StewartGrandma Deloresas Grandma DeloresLuenellChampaleas ChampaleCiaraBrieas BrieAna GasteyerMrs. Ravensdaleas Mrs. RavensdaleEva AmurriMary McGarricleas Mary McGarricle(as Eva Amurri Martino)
tt1232829,21 Jump Street,A pair of underachieving cops are sent back to a local high school to blend in and bring down a synthetic drug ring.,Phil LordChristopher Miller,Michael Bacall(screenplay)Jonah Hill(story)Patrick Hasburgh(television series),Jonah HillChanning TatumIce Cube,Jonah HillSchmidtas SchmidtChanning TatumJenkoas JenkoIce CubeCaptain Dicksonas Captain DicksonBrie LarsonMolly Traceyas Molly TraceyDave FrancoEric Molsonas Eric MolsonRob RiggleMr. Waltersas Mr. WaltersDeRay DavisDomingoas DomingoDax FlameZackas ZackChris ParnellMr. Gordonas Mr. GordonEllie KemperMs. Griggsas Ms. GriggsJake JohnsonPrincipal Dadieras Principal DadierNick OffermanDeputy Chief Hardyas Deputy Chief HardyHolly Robinson PeeteOfficer Judy Hoffsas Officer Judy HoffsJohnny PembertonDelroyas DelroyStanley WongRomanas RomanJustin HiresJuarioas JuarioBrett LapeyrouseAmiras AmirLindsey BroadLisaas Lisa
tt1234719,Red Dawn,A group of teenagers look to save their town from an invasion of North Korean soldiers.,Dan Bradley,Carl Ellsworth(screenplay)Jeremy Passmore(screenplay)Kevin Reynolds(story),Chris HemsworthIsabel LucasJosh Hutcherson,Chris HemsworthJed Eckertas Jed EckertIsabel LucasErica Martinas Erica MartinJosh HutchersonRobert Kitneras Robert KitnerJosh PeckMatt Eckertas Matt EckertAdrianne PalickiToni Walshas Toni WalshConnor CruiseDaryl Jenkinsas Daryl JenkinsEdwin HodgeDannyas DannyBrett CullenSgt. Tom Eckertas Sgt. Tom EckertAlyssa DiazJulieas JulieJulian AlcarazGregas GregWill Yun LeeCaptain Choas Captain ChoJeffrey Dean MorganSgt. Maj. Andrew Tanneras Sgt. Maj. Andrew TannerFernando ChienLt. Pakas Lt. PakKenneth ChoiSmithas SmithMatt GeraldHodgesas HodgesMichael A. KnightColonel Ivanovas Colonel IvanovSteve LenzPeteas PeteNoah SmithJoeas Joe
tt1258972,The Man with the Iron Fists,"On the hunt for a fabled treasure of gold, a band of warriors, assassins, and a rogue British soldier descend upon a village in feudal China, where a humble blacksmith looks to defend himself and his fellow villagers.",RZA,RZA(story)Eli Roth(screenplay),Russell CroweCung LeLucy Liu,"Russell CroweJack Knifeas Jack KnifeCung LeBronze Lionas Bronze LionLucy LiuMadam Blossomas Madam BlossomRZABlacksmithas BlacksmithRick YuneZen Yi, The X-Bladeas Zen Yi, The X-BladeDave BautistaBrass Bodyas Brass BodyJamie ChungLady Silkas Lady SilkByron MannSilver Lionas Silver LionDaniel WuPoison Daggeras Poison DaggerZhu ZhuChi Chias Chi ChiChia-Hui LiuAbbottas Abbott(as Gordon Liu)Andrew NgSenior Monkas Senior MonkKuan Tai ChenGold Lionas Gold LionYoyao HsuehCopper Lionas Copper Lion(as Xue Jing Yao)Telly LiuIron Lionas Iron LionDa QingWhite Lionas White Lion(as Wen-Jun Dong)Dere ZhanLion Clan Messengeras Lion Clan Messenger(as Zhan De Re)Lu KaiLion Clan Servantas Lion Clan Servant"
tt1259521,The Cabin in the Woods,"Five friends go for a break at a remote cabin, where they get more than they bargained for, discovering the truth behind the cabin in the woods.",Drew Goddard,Joss WhedonDrew Goddard,Kristen ConnollyChris HemsworthAnna Hutchison,Kristen ConnollyDanaas DanaChris HemsworthCurtas CurtAnna HutchisonJulesas JulesFran KranzMartyas MartyJesse WilliamsHoldenas HoldenRichard JenkinsSittersonas SittersonBradley WhitfordHadleyas HadleyBrian WhiteTrumanas TrumanAmy AckerLinas LinTim DeZarnMordecaias MordecaiTom LenkRonald The Internas Ronald The InternDan PayneMathew Buckneras Mathew BucknerJodelle FerlandPatience Buckneras Patience BucknerDan SheaFather Buckneras Father BucknerMaya MassarMother Buckneras Mother BucknerMatt DrakeJudah Buckneras Judah BucknerNels LennarsonClean Manas Clean ManRukiya BernardLabcoat Girlas Labcoat Girl
tt1276104,Looper,"In 2074, when the mob wants to get rid of someone, the target is sent into the past, where a hired gun awaits - someone like Joe - who one day learns the mob wants to 'close the loop' by sending back Joe's future self for assassination.",Rian Johnson,Rian Johnson,Joseph Gordon-LevittBruce WillisEmily Blunt,Joseph Gordon-LevittJoeas JoeBruce WillisOld Joeas Old JoeEmily BluntSaraas SaraPaul DanoSethas SethNoah SeganKid Blueas Kid BluePiper PeraboSuzieas SuzieJeff DanielsAbeas AbePierce GagnonCidas CidQing XuOld Joe's Wifeas Old Joe's Wife(as Summer Qing)Tracie ThomsBeatrixas BeatrixFrank BrennanOld Sethas Old SethGarret DillahuntJesseas JesseNick GomezDaleas DaleMarcus HesterZachas ZachJon EyezGat Manas Gat ManKevin StillwellGat Manas Gat ManThirl HastonGat Manas Gat ManJames Landry HébertLooperas Looper(as James Hebert)
tt1276419,A Royal Affair,"A young queen, who is married to an insane king, falls secretly in love with her physician - and together they start a revolution that changes a nation forever.",Nikolaj Arcel,Bodil Steensen-Leth(novel "Prinsesse af blodet")Rasmus Heisterberg(screenplay)Nikolaj Arcel(screenplay),Alicia VikanderMads MikkelsenMikkel Boe Følsgaard,Alicia VikanderCaroline Mathildeas Caroline MathildeMads MikkelsenJohann Friedrich Struenseeas Johann Friedrich StruenseeMikkel Boe FølsgaardChristian VIIas Christian VIITrine DyrholmJuliane Marieas Juliane MarieDavid DencikOve Høegh-Guldbergas Ove Høegh-GuldbergThomas W. GabrielssonSchack Carl Rantzauas Schack Carl RantzauCyron MelvilleEnevold Brandtas Enevold Brandt(as Cyron Bjørn Melville)Bent MejdingJ. H. E. Bernstoffas J. H. E. BernstoffHarriet WalterAugusta - Princess of Walesas Augusta - Princess of WalesLaura BroLouise von Plessenas Louise von PlessenSøren MallingHartmannas HartmannJacob LohmannJuliane's Officeras Juliane's Officer(as Jakob Ulrik Lohmann)Søren SpanningMunteras MunterFrederik Christian JohansenArveprinsenas ArveprinsenJohn MartinusReventlowas ReventlowRosalinde MynsterMarieas MarieNikol KouklováStovlet-Catherineas Stovlet-CatherineEyob NielsenMountias Mounti(as Egob Nielsen)
tt1277953,Madagascar 3: Europe's Most Wanted,"The Madagascar animals join a struggling European circus to get back to New York, but find themselves being pursued by a psychotic animal control officer.",Eric DarnellTom McGrathConrad Vernon,Eric Darnell(screenplay by)Noah Baumbach(screenplay by)Mark Burton(based on the characters created by),Ben Stiller(voice)Jada Pinkett Smith(voice)Chris Rock(voice),Ben StillerAlexas Alex(voice)Jada Pinkett SmithGloriaas Gloria(voice)Chris RockMartyas Marty(voice)David SchwimmerMelmanas Melman(voice)Sacha Baron CohenJulienas Julien(voice)Cedric the EntertainerMauriceas Maurice(voice)Andy RichterMortas Mort(voice)Tom McGrathSkipperas Skipper(voice)…Frances McDormandCaptain Chantal Duboisas Captain Chantal Dubois(voice)Jessica ChastainGiaas Gia(voice)Bryan CranstonVitalyas Vitaly(voice)Martin ShortStefanoas Stefano(voice)Chris MillerKowalskias Kowalski(voice)Christopher KnightsPrivateas Private(voice)Conrad VernonMasonas Mason(voice)…Vinnie JonesFreddie the Dogas Freddie the Dog(voice)Steve JonesJonesy the Dogas Jonesy the Dog(voice)Nick FletcherFrankie the Dogas Frankie the Dog(voice)
tt1298649,The Watch (I),Four men who form a neighborhood watch group as a way to get out of their day-to-day family routines find themselves defending the Earth from an alien invasion.,Akiva Schaffer,Jared SternSeth RogenEvan Goldberg,Ben StillerVince VaughnJonah Hill,Ben StillerEvanas EvanVince VaughnBobas BobJonah HillFranklinas FranklinBilly CrudupNeighboras Neighbor(uncredited)Richard AyoadeJamarcusas JamarcusRosemarie DeWittAbbyas AbbyWill ForteSgt. Bressmanas Sgt. BressmanMel RodriguezChuchoas ChuchoDoug JonesHero Alienas Hero AlienErin MoriartyChelseaas ChelseaNicholas BraunJasonas JasonR. Lee ErmeyManfredas ManfredJoe NunezAntonio Guzmanas Antonio GuzmanLiz CackowskiCarlaas CarlaJohnny PembertonSkater Kidas Skater KidSharon GeeMrs. Kimas Mrs. KimEric GoinsRandom Jogger - Jaredas Random Jogger - JaredRobert C. SibleyRetiree #1as Retiree #1
tt1307068,Seeking a Friend for the End of the World,"As an asteroid nears Earth, a man finds himself alone after his wife leaves in a panic. He decides to take a road trip to reunite with his high school sweetheart. Accompanying him is a neighbor who inadvertently puts a wrench in his plan.",Lorene Scafaria,Lorene Scafaria,Steve CarellKeira KnightleyMelanie Lynskey,Steve CarellDodgeas DodgeKeira KnightleyPennyas PennyMelanie LynskeyKarenas KarenPatton OswaltRoacheas RoacheAdam BrodyOwenas OwenConnie BrittonDianeas DianeRoger Aaron BrownAlfredas AlfredRob HuebelJeremyas JeremyTrisha GormanCrying Womanas Crying WomanNancy CarellLindaas LindaMark MosesAnchormanas AnchormanTonita CastroElsaas ElsaLeslie MurphyAmyas AmyRob CorddryWarrenas WarrenKasey CampbellDannyas DannyVince GrantMan #1as Man #1…Amy SchumerWoman #1as Woman #1…Marshall ManeshIndian Manas Indian Man
tt1327194,The Lucky One,A Marine travels to Louisiana after serving three tours in Iraq and searches for the unknown woman he believes was his good luck charm during the war.,Scott Hicks,Will Fetters(screenplay)Nicholas Sparks(novel),Zac EfronTaylor SchillingBlythe Danner,Zac EfronLoganas LoganTaylor SchillingBethas BethBlythe DannerEllieas EllieRiley Thomas StewartBenas BenJay R. FergusonKeith Claytonas Keith ClaytonAdam LeFevreJudge Claytonas Judge ClaytonRobert HayesVictoras Victor(as Robert Terrell Hayes)Joe ChrestDeputy Mooreas Deputy MooreRussell Durham ComegysRoger Lyleas Roger Lyle(as Russ Comegys)Sharon ConleyPrincipal Milleras Principal Miller(as Sharon Morris)Ann McKenzieCharlotte Claytonas Charlotte ClaytonKendal TuttleAcesas AcesCam BanfieldYounger Marineas Younger Marine(as Cameron Banfield)Ritchie MontgomeryCottage Owneras Cottage OwnerCourtney James ClarkLogan's Sisteras Logan's Sister(as Courtney J. Clark)Trey BurvantLogan's Brother in Lawas Logan's Brother in LawGavin ReynaLogan's Nephewas Logan's NephewMatthew MichaudLogan's Nephewas Logan's Nephew
tt1336608,Rock of Ages,A small-town girl and a city boy meet on the Sunset Strip while pursuing their Hollywood dreams.,Adam Shankman,Justin Theroux(screenplay by)Chris D'Arienzo(screenplay by)Allan Loeb(screenplay by),Julianne HoughDiego BonetaTom Cruise,Julianne HoughSherrie Christianas Sherrie ChristianDiego BonetaDrew Boleyas Drew BoleyTom CruiseStacee Jaxxas Stacee JaxxAlec BaldwinDennis Dupreeas Dennis DupreeDakota Sage GrantLittle Girl on Busas Little Girl on BusMatthew Rush SullivanRandom Guyas Random Guy(as Matt Sullivan)Russell BrandLonnyas LonnyErica FreneBethas BethMichael OlusczakCrookas CrookTony BellissimoRocker Thiefas Rocker Thief(as Anthony Bellissimo)Shane HartlineBartender Jimmyas Bartender Jimmy(as Alan Shane Hartline)James Martin KellyDoug Flintlockas Doug FlintlockBryan CranstonMike Whitmoreas Mike WhitmoreCatherine Zeta-JonesPatricia Whitmoreas Patricia WhitmoreCelina BeachMayor's Secretaryas Mayor's SecretaryAngelo ValderramaChicoas Chico(as Angelo Donato Valderrama)Paul GiamattiPaul Gillas Paul GillDan FinnertyTour Manager - Staceeas Tour Manager - Stacee
tt1343727,Dredd,"In a violent, futuristic city where the police have the authority to act as judge, jury and executioner, a cop teams with a trainee to take down a gang that deals the reality-altering drug, SLO-MO.",Pete Travis,John Wagner('Judge Dredd' created by)Carlos Ezquerra('Judge Dredd' created by)Alex Garland(screenplay by),Karl UrbanOlivia ThirlbyLena Headey,Karl UrbanJudge Dreddas Judge DreddOlivia ThirlbyAndersonas AndersonLena HeadeyMa-Maas Ma-MaRachel WoodControl Operator 1as Control Operator 1Andile MngadiPassengeras PassengerPorteus XandauDriveras DriverJason CopeZwirneras ZwirnerEmma BreschiHostageas HostageRakie AyolaChief Judgeas Chief JudgeTamer BurjaqMa-Ma Bodyguardas Ma-Ma BodyguardWarrick GrierCalebas CalebWood HarrisKayas KayShoki MokgapaWoman with Childas Woman with ChildYohan ChunGirl in Windowas Girl in WindowEden KnowlesGirl in Windowas Girl in WindowDesmond Lai LanHomeless Manas Homeless ManDeobia OpareiParamedic TJas Paramedic TJPatrick LysterControl Operator 2as Control Operator 2
tt1345836,The Dark Knight Rises,"Eight years after the Joker's reign of anarchy, Batman, with the help of the enigmatic Catwoman, is forced from his exile to save Gotham City from the brutal guerrilla terrorist Bane.",Christopher Nolan,Jonathan Nolan(screenplay)Christopher Nolan(screenplay)David S. Goyer(story),Christian BaleTom HardyAnne Hathaway,Christian BaleBruce Wayneas Bruce WayneTom HardyBaneas BaneAnne HathawaySelinaas SelinaGary OldmanCommissioner Gordonas Commissioner GordonJoseph Gordon-LevittBlakeas BlakeMarion CotillardMirandaas MirandaMorgan FreemanFoxas FoxMichael CaineAlfredas AlfredMatthew ModineFoleyas FoleyAlon AboutboulDr. Pavelas Dr. Pavel(as Alon Moni Aboutboul)Ben MendelsohnDaggettas DaggettBurn GormanStryveras StryverDaniel SunjataCaptain Jonesas Captain JonesAidan GillenCIA Opas CIA OpSam KennardSpecial Ops Sergeantas Special Ops SergeantAliash TepinaHooded Man #2as Hooded Man #2Nestor CarbonellMayoras MayorBrett CullenCongressmanas Congressman
tt1366365,The Cold Light of Day,"After his family is kidnapped during their sailing trip in Spain, a young Wall Street trader is confronted by the people responsible: intelligence agents looking to recover a mysterious briefcase.",Mabrouk El Mechri,Scott WiperJohn Petro,Henry CavillBruce WillisSigourney Weaver,Henry CavillWillas WillBruce WillisMartinas MartinSigourney WeaverCarrackas CarrackVerónica EcheguiLuciaas LuciaJoseph MawleGormanas GormanCaroline GoodallLaurieas LaurieRafi GavronJoshas JoshEmma HamiltonDaraas DaraMichael BuddEsmaelas EsmaelRoschdy ZemZahiras ZahirÓscar JaenadaMaximoas MaximoJoe DixonDixonas DixonJim PiddockMeckleras MecklerFermí ReixachCarlosas CarlosLolo HerreroReynaldoas ReynaldoLuiggi LópezPuerto Serena Fishermanas Puerto Serena FishermanAlex AmaralCesaras CesarPaloma BloydChristinaas Christina
tt1371111,Cloud Atlas,"An exploration of how the actions of individual lives impact one another in the past, present and future, as one soul is shaped from a killer into a hero, and an act of kindness ripples across centuries to inspire a revolution.",Tom TykwerLana WachowskiLilly Wachowski,David Mitchell(novel "Cloud Atlas")Lana Wachowski(written for the screen by)Tom Tykwer(written for the screen by),Tom HanksHalle BerryHugh Grant,Tom HanksDr. Henry Gooseas Dr. Henry Goose…Halle BerryNative Womanas Native Woman…Hugh GrantRev. Giles Horroxas Rev. Giles Horrox…Hugo WeavingHaskell Mooreas Haskell Moore…Jim BroadbentCaptain Molyneuxas Captain Molyneux…Jim SturgessAdam Ewingas Adam Ewing…Bae DoonaTildaas Tilda…Ben WhishawCabin Boyas Cabin Boy…Keith DavidKupakaas Kupaka…James D'ArcyYoung Rufus Sixsmithas Young Rufus Sixsmith…Xun ZhouTalbot (Hotel Manager)as Talbot (Hotel Manager)…David GyasiAutuaas Autua…Susan SarandonMadame Horroxas Madame Horrox…Robert FyfeOld Salty Dogas Old Salty Dog…Martin WuttkeMr. Boerhaaveas Mr. Boerhaave…Robin MorrisseyYoung Cavendishas Young CavendishBrody Nicholas LeeJavier Gomezas Javier Gomez(as Brody Lee)…Ian van TemperleyEnforceras Enforcer
