imdb_id,gross,avg_like_cnt_t1,avg_like_cnt_t2,avg_like_cnt_t3,avg_like_cnt,avg_com_cnt_t1,avg_com_cnt_t2,avg_com_cnt_t3,avg_com_cnt,avg_share_cnt_t1,avg_share_cnt_t2,avg_share_cnt_t3,avg_share_cnt,avg_star_rating,avg_sen_score,avg_sen_score_2,avg_sen_score_3,pos_rate,neg_rate,promotion_clusters
tt1694020,37000000,962.76,1931.85,1393.47,1028.67,33.58,104.925,65.2889,51.2754,99.3,105.125,101.889,78.6884,3.70752,8.744548276,12.5862069,0.554762931,0.925287356,0.074712644,2
tt1702425,5900000,372.895,499.815,425.615,560.06,40.2632,38.3333,39.4615,42.7976,104.342,113.593,108.185,91.3095,3.52525,26.51352295,35.52459016,0.51625082,0.901639344,0.098360656,2
tt1710396,31000000,68.8904,165.851,117.701,199.764,12.0959,26.4324,19.3129,29.6322,13.4932,16.9189,15.2177,22.4138,4.44102,13.04729426,15.47131148,0.74167377,0.954918033,0.045081967,2
tt1720616,7300000,5.5,5.32258,5.36585,30.6588,1.2,1.03226,1.07317,3.03529,6.9,1.6129,2.90244,3.41176,3.57407,17.06500114,19.78409091,0.577018182,0.852272727,0.147727273,2
tt1742336,1600000,8.55814,21.6842,12.5806,17.0896,1.06977,3.52632,1.82258,2.13433,1.67442,7.42105,3.43548,3.89552,3.47368,10.11403077,14.07692308,0.214569231,0.692307692,0.307692308,2
tt1748122,46000000,45.7778,536.829,323.548,476.92,10.0926,23.5411,17.864,19.8301,9.53704,69.5685,43.892,51.3526,4.09545,14.57140287,17.0215311,0.617278469,0.892344498,0.107655502,1
tt1758830,68000000,847.711,1328.54,1037.31,792.114,17.1446,33.24,23.0615,20.6141,75.4458,66.74,73.0846,56.212,3.39428,5.151215767,8.447084233,0.379379698,0.842332613,0.157667387,2
tt1772341,189000000,2928.83,12254.8,7478.25,7350.91,150.351,584.387,362.453,342.11,251.351,572.0,408.551,398.688,4.63364,8.119482127,12.14157591,0.596296348,0.98078155,0.01921845,1
tt1790886,87000000,750.475,1288.21,1024.44,1025.19,30.7627,55.1096,43.2901,43.0725,155.492,132.973,141.748,138.514,3.73181,10.56140816,13.73413897,0.530474471,0.874622356,0.125377644,2
tt1815852,3400000,56.75,0.0,56.75,35.4286,4.0,0.0,4.0,2.28571,23.0,0.0,23.0,13.1429,4.15625,9.932283871,13.25806452,0.456077419,0.838709677,0.161290323,2
tt1817676,2600000,212.0,153.5,188.068,168.627,35.5769,24.3889,31.0,27.7059,19.8846,4.66667,13.6591,12.549,3.73333,11.53601429,22.71428571,0.4067,1.0,0.0,2
tt1839492,2500000,96.5,111.545,105.211,509.571,7.5625,5.45455,6.34211,16.0357,21.6875,13.8182,17.1316,43.2679,4.30233,17.05679512,19.0,0.729129268,0.926829268,0.073170732,2
tt1859650,17000000,156.25,71.75,99.9167,314.411,14.25,7.6875,9.875,17.4667,120.125,10.5625,47.0833,29.8222,3.58416,23.246928,30.13333333,0.629865333,0.893333333,0.106666667,2
tt1862079,4000000,12.8421,82.4487,39.8491,70.0495,2.29474,16.2756,8.51775,9.80729,3.65263,2.98718,3.39645,5.61458,4.15,15.34160968,18.14516129,0.700575806,0.935483871,0.064516129,1
tt1885265,35000000,155.457,661.34,247.973,489.291,23.9857,98.8723,37.6809,51.3263,20.1429,67.0851,28.7276,39.014,4.66268,11.85745505,14.75338189,0.724886785,0.96566077,0.03433923,1
tt1915581,114000000,3927.81,14387.6,8346.74,12040.0,210.081,566.225,362.449,547.357,1486.37,2805.17,2054.16,2202.74,3.91638,8.681435129,10.9957102,0.571328456,0.873689228,0.126310772,2
tt1931533,15000000,231.361,378.043,302.022,357.664,11.7222,18.5652,15.0935,16.6293,55.75,39.7971,48.3597,43.0517,3.49042,7.500196429,10.63492063,0.366723413,0.793650794,0.206349206,2
tt1980986,1500000,0.0,0.0,0.0,3.59458,0.0,0.0,0.0,0.196295,0.0,0.0,0.0,0.111863,4.41667,12.40933158,15.57894737,0.702178947,0.947368421,0.052631579,2
tt1981677,65000000,857.087,6896.87,3803.92,6531.07,34.4409,199.95,115.194,190.874,87.8661,369.488,225.27,639.171,4.62763,10.04690096,13.54371002,0.639495203,0.973347548,0.026652452,1
tt1990314,3300000,6.91837,16.7353,12.6239,20.7394,0.673469,1.47059,1.13675,2.09155,3.18367,1.57353,2.24786,3.3169,4.16216,12.89798919,14.48648649,0.583862162,0.864864865,0.135135135,2
tt1996264,1200000,41.9429,61.8421,50.874,54.4357,3.54286,4.07018,3.77953,4.00714,9.72857,5.57895,7.86614,8.41429,4.27586,16.20971379,20.96551724,0.739593103,1.0,0.0,2
tt2011971,2000000,3.375,5.86667,4.58065,4.58065,0.125,1.2,0.645161,0.645161,2.1875,0.466667,1.35484,1.35484,4.29412,19.2985,23.18181818,0.649209091,0.909090909,0.090909091,2
tt2023453,49000000,554.094,1835.5,768.926,859.133,155.446,145.673,154.587,152.273,61.0312,102.365,68.3911,69.8294,4.23704,17.57198103,21.40711462,0.66421502,0.932806324,0.067193676,1
tt2077851,2300000,33.4,92.9206,53.8907,50.6351,2.575,5.85714,3.70492,3.54054,6.66667,6.38095,6.56831,5.42342,4.22222,12.87768235,17.70588235,0.585741176,1.0,0.0,2
tt2097307,14000000,93.6943,239.0,131.138,132.304,3.96373,11.194,5.82692,6.08059,6.35751,10.7612,7.49231,8.04762,3.31579,13.97219688,16.35625,0.472214375,0.80625,0.19375,1
tt2215285,66000000,1504.69,3047.16,2003.26,3793.04,100.075,125.5,108.293,144.024,323.269,265.312,304.535,417.988,4.24072,11.33448489,14.7265861,0.634209819,0.933534743,0.066465257,2
tt1045658,132000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.182972758,11.34777303,0.348509365,0.968883466,0.031116534,0
tt1667307,1000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.137871429,13.14285714,0.284778571,0.714285714,0.285714286,0
tt1667353,65000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.65301978,16.29038113,0.671384392,0.923774955,0.076225045,0
tt1704573,9200000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.90835246,22.63934426,0.734577049,0.967213115,0.032786885,0
tt1866249,6000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.70707073,20.97560976,0.641260976,1.0,0.0,0
tt2082197,2800000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.37158152,13.22826087,0.691936957,0.956521739,0.043478261,0
tt2112131,2500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.821447222,13.33333333,0.547408333,0.916666667,0.083333333,0
tt2168910,1000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.831794118,13.52941176,0.314694118,0.823529412,0.176470588,0
tt2181931,1700000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.21720556,17.83333333,0.7096,0.981481481,0.018518519,0
