first_pub_before_release_week,last_pub_after_out_week,first_pub_before_release,last_pub_after_out,average_post_t1,average_post_t2,average_post_t3,average_post_t4,average_post_t5,average_post_t6,average_post_t7,video_t1,video_t2,video_t3,status_t1,status_t2,status_t3,offer,swf,photo_t1,photo_t2,photo_t3,link_t1,link_t2,link_t3,question_t1,question_t2,question_t3,na_t1,na_t2,na_t3,wall_post,created_note,created_event,added_video_t1,added_video_t2,added_video_t3,mobile_status_update_t1,mobile_status_update_t2,mobile_status_update_t3,app_created_story_t1,app_created_story_t2,app_created_story_t3,added_photos_t1,added_photos_t2,added_photos_t3,shared_story_t1,shared_story_t2,shared_story_t3,promotion_clusters
2171,2238,50,5,0.16,1.0,2.0,3.923076923,5.25,1.5,0.0,5,8,2,2,2,0,0,0,7,37,24,6,3,0,0,1,1,2,2,3,0,0,0,2,0,0,0,2,0,0,0,0,7,35,22,9,12,2,2
2196,2256,20,38,1.8,10.5,14.5,16.0,2.0,0.25,0.5,8,7,1,18,15,7,0,0,55,9,17,50,16,3,5,1,0,7,1,2,0,0,0,0,0,0,18,15,7,2,0,0,43,9,12,66,23,7,1
2163,2296,52,72,0.980769231,7.5,15.5,4.4,1.25,5.5,0.291666667,31,9,8,24,1,0,0,0,55,32,34,26,1,5,7,1,1,10,3,3,0,3,1,3,4,0,24,1,0,0,0,0,51,29,31,52,6,14,1
2184,2294,13,78,0.384615385,2.5,12.5,2.95,0.25,0.0,0.141025641,11,17,1,1,1,1,0,0,46,28,9,7,12,1,0,1,0,0,7,0,0,0,0,0,0,0,1,1,1,0,1,0,42,17,7,22,33,4,2
2202,2290,20,49,0.05,0.5,2.75,2.1,2.5,10.25,0.244897959,1,8,3,0,2,0,0,0,2,13,50,10,19,10,1,0,0,2,0,0,0,0,0,0,1,2,0,2,0,0,0,0,1,13,47,11,26,14,2
2189,2291,23,63,0.434782609,1.0,25.75,1.823529412,4.0,14.25,1.015873016,6,1,9,60,14,37,0,0,22,5,44,29,11,43,0,0,4,4,1,5,0,2,0,3,1,2,60,14,37,0,4,0,17,3,38,31,8,55,2
2193,2299,16,65,3.375,3.75,1.0,1.653846154,0.0,0.0,0.046153846,3,1,1,18,5,0,0,0,7,27,1,42,8,1,3,2,0,4,2,0,0,0,0,1,0,0,18,5,0,0,4,0,6,24,1,44,8,2,2
2167,2302,41,80,0.12195122,5.0,9.0,2.2,10.75,2.0,0.225,11,7,6,1,4,0,0,0,28,17,43,18,4,19,3,1,1,4,2,1,0,0,0,8,3,4,1,4,0,0,0,0,22,12,35,26,12,29,2
2122,2289,89,59,5.08988764,4.0,9.0,6.45,1.25,0.0,0.338983051,13,6,0,182,21,3,0,0,76,30,3,232,72,19,2,0,0,4,0,0,0,0,0,1,1,0,182,21,3,1,1,0,75,28,3,242,78,19,1
2176,2295,25,81,1.08,0.25,5.5,4.071428571,3.25,9.75,0.197530864,8,10,12,2,1,3,0,0,5,12,28,35,34,24,0,0,1,0,6,3,0,0,0,2,1,2,2,1,3,0,0,0,5,9,25,41,40,35,2
2184,2241,17,23,0.176470588,2.0,1.0,0.388888889,0.0,0.0,0.086956522,1,0,0,0,0,0,0,0,7,1,1,7,6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,1,7,6,1,2
2176,2306,28,93,2.428571429,29.75,26.0,20.3,14.5,7.0,0.935483871,30,5,23,41,29,21,0,126,59,66,117,93,44,10,0,1,2,25,28,10,2,0,0,4,0,0,16,8,13,109,86,0,53,56,101,83,24,49,1
2171,2258,53,12,0.433962264,5.5,14.5,3.52173913,0.0,0.0,0.166666667,17,5,0,3,1,0,0,5,37,56,2,43,16,0,1,0,0,3,3,0,0,0,0,0,0,0,3,1,0,21,9,0,33,52,2,43,16,0,2
2184,2273,56,17,0.357142857,7.5,7.75,5.352941176,1.25,0.25,0.058823529,3,5,0,25,32,0,0,0,31,26,7,21,27,0,1,1,0,4,2,1,0,0,0,0,1,0,25,32,0,0,0,0,24,22,5,28,34,1,2
2183,2241,17,21,0.235294118,0.25,1.5,3.857142857,8.25,0.0,1.095238095,1,12,8,1,3,2,0,0,1,29,28,8,37,17,0,0,1,0,2,2,0,0,0,0,6,2,1,3,2,0,0,0,0,18,14,10,52,36,2
2210,2294,13,60,0.615384615,4.25,9.75,4.083333333,7.0,7.5,0.183333333,10,2,4,0,0,0,0,0,54,46,47,0,1,18,0,0,0,0,2,0,0,0,0,7,0,3,0,0,0,0,0,0,54,44,47,3,3,19,2
2222,2254,18,3,1.666666667,5.25,10.0,3.666666667,6.25,0.0,0.0,10,3,0,0,0,0,0,0,73,37,25,6,4,0,2,0,0,3,1,0,0,0,0,8,2,0,0,0,0,0,0,0,68,36,25,12,5,0,2
2185,2305,26,83,4.269230769,13.75,16.75,3.25,2.25,4.75,0.228915663,30,8,5,40,8,13,0,0,80,14,26,78,8,2,5,1,1,36,10,14,0,0,1,1,0,1,9,0,0,0,0,0,72,8,24,114,21,8,1
2194,2233,8,22,0.0,1.75,1.75,1.8,2.75,1.75,0.045454545,2,1,4,0,0,0,0,0,1,6,14,11,11,1,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,14,13,12,2,2
2192,2302,25,72,0.48,6.5,7.75,6.214285714,1.0,0.5,0.388888889,10,4,4,1,0,7,0,1,33,73,19,24,10,4,0,0,0,3,1,1,0,0,0,1,0,0,1,0,7,4,0,0,30,61,15,30,25,11,2
2180,2302,18,87,1.388888889,2.0,8.25,1.555555556,0.25,0.25,0.183908046,8,2,1,23,5,0,0,0,10,7,17,23,14,0,2,0,0,3,3,0,0,0,0,1,0,0,22,5,0,0,0,0,9,4,16,31,16,2,2
2175,2305,20,94,6.65,19.5,19.25,7.0,0.75,0.25,0.095744681,23,16,4,49,8,0,0,0,156,47,6,50,45,2,10,3,1,10,5,1,0,0,1,14,2,0,49,8,0,0,0,0,146,39,4,68,65,8,1
2079,2314,126,101,0.682539683,3.5,15.25,3.444444444,4.0,3.75,0.346534653,29,3,9,25,2,2,0,6,57,9,34,42,14,18,6,1,1,18,3,1,0,2,1,18,0,2,14,1,2,13,2,3,56,8,33,40,16,25,1
2154,2305,53,87,1.660377358,7.25,7.25,3.166666667,4.5,11.75,0.24137931,49,15,14,31,5,2,0,0,42,12,45,20,6,25,4,0,0,11,1,3,0,0,0,5,1,9,25,5,0,0,0,0,38,10,41,67,21,33,2
2183,2306,41,62,1.195121951,2.5,5.0,3.333333333,2.75,5.5,0.193548387,9,4,5,12,15,8,0,2,38,29,17,16,21,15,3,0,0,3,2,0,0,0,0,0,0,2,12,15,8,4,10,0,35,21,11,25,22,24,2
2183,2292,17,81,0.176470588,2.25,14.25,3.833333333,5.25,3.25,0.074074074,25,16,6,11,4,0,0,0,13,15,27,20,11,6,0,0,1,7,7,3,0,0,2,0,0,1,4,1,0,0,0,0,13,10,22,44,27,14,2
2192,2304,25,70,1.08,3.25,5.5,2.5,3.25,7.25,0.185714286,7,1,1,6,1,4,0,0,36,42,47,13,0,3,0,1,0,5,2,5,0,0,0,0,0,0,5,0,1,0,0,0,31,42,44,21,1,5,2
2164,2198,47,-23,1.276595745,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,25,0,0,0,0,6,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,6,0,0,29,0,0,2
2217,2275,15,24,0.266666667,3.5,8.25,5.25,0.0,0.0,0.041666667,6,8,0,0,0,0,0,0,44,88,1,1,9,0,0,0,0,3,3,0,0,0,0,3,6,0,0,0,0,0,0,0,40,85,1,5,11,0,2
2183,2304,16,99,0.25,0.0,6.0,2.428571429,1.0,1.25,0.161616162,10,6,4,0,0,2,0,0,10,6,13,7,4,6,1,1,0,1,1,2,0,1,0,5,3,0,0,0,2,0,0,0,10,4,10,12,9,10,2
2217,2287,17,46,0.470588235,4.0,7.25,5.125,1.75,3.0,0.456521739,10,7,2,2,0,0,0,0,23,27,38,15,6,0,3,1,0,8,4,1,0,0,0,2,0,0,2,0,0,0,0,0,13,20,36,28,17,3,2
2166,2301,53,52,1.509433962,11.25,18.75,2.580645161,0.0,0.25,0.25,25,9,4,28,4,0,0,0,83,44,6,50,21,4,14,2,0,17,4,1,0,0,0,10,1,1,28,4,0,0,0,0,78,40,5,67,31,7,1
2207,2297,5,45,0.0,0.25,0.5,1.243902439,3.25,0.25,1.6,0,13,11,2,2,0,0,0,0,28,71,1,8,4,0,0,0,2,2,3,0,0,0,0,2,2,0,1,0,0,0,0,0,26,10,1,20,71,2
2231,2287,11,34,0.454545455,3.25,8.0,3.416666667,2.75,5.5,0.411764706,16,13,3,0,0,0,0,0,27,22,43,6,6,1,1,0,0,3,6,1,0,1,0,0,0,2,0,0,0,0,0,0,20,16,41,26,19,3,2
2188,2298,14,87,1.0,2.25,3.75,2.7,0.0,0.0,0.218390805,6,10,2,0,0,0,0,0,32,17,16,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,32,17,13,6,10,2,2
2121,2287,72,84,0.166666667,2.25,13.0,6.727272727,2.25,3.25,0.05952381,39,15,7,6,1,1,0,0,7,44,16,21,14,3,0,0,0,0,1,2,0,1,0,2,1,2,6,1,1,0,0,0,7,42,13,57,29,9,2
2195,2305,6,90,0.0,0.5,2.0,2.066666667,5.0,2.75,0.144444444,2,3,7,1,0,0,0,0,2,0,31,4,28,3,1,0,3,1,0,5,0,0,0,1,0,1,1,0,0,0,0,0,2,0,29,5,31,9,2
2197,2250,18,25,0.666666667,2.5,5.25,1.727272727,0.25,0.25,0.12,7,6,0,1,0,4,0,0,15,11,1,20,2,0,0,0,0,3,1,0,0,0,0,5,3,0,1,0,3,0,0,1,9,9,1,25,6,0,2
2193,2302,19,67,1.894736842,6.25,11.75,6.375,2.0,1.25,0.567164179,10,36,1,18,5,2,0,0,22,60,34,56,50,14,2,2,0,2,5,1,0,2,0,0,3,0,18,5,2,0,0,0,14,49,13,74,89,35,1
2192,2304,50,52,0.2,4.0,14.25,4.727272727,5.0,0.25,0.538461538,14,11,11,1,0,2,0,0,45,30,24,23,11,8,0,0,4,4,2,5,0,1,0,0,0,2,0,0,1,0,0,0,40,28,23,39,21,18,2
2154,2305,81,44,0.864197531,5.75,9.5,4.703703704,0.75,1.25,0.590909091,18,12,3,10,2,3,0,1,85,109,20,15,1,8,2,3,0,14,16,1,0,0,0,12,5,1,5,1,3,3,0,0,77,96,19,20,9,10,1
2205,2292,18,54,0.333333333,1.75,11.5,4.5625,0.0,0.0,0.111111111,13,12,0,0,0,0,0,0,33,46,6,13,13,0,0,2,0,3,6,0,0,0,0,6,3,0,0,0,0,0,0,0,10,32,6,40,32,0,2
2202,2306,21,74,0.142857143,0.25,0.0,0.0,0.0,0.0,0.040540541,1,0,1,1,0,0,0,0,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3,2
2193,2305,17,90,0.411764706,0.75,4.0,3.0,0.0,0.0,0.077777778,5,6,2,0,0,0,0,0,21,11,3,0,0,2,0,1,0,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,19,11,1,5,5,4,2
2210,2306,11,72,0.181818182,0.5,3.0,1.642857143,1.25,0.0,0.166666667,1,0,0,0,3,0,0,0,1,5,14,14,15,3,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,3,13,14,17,4,2
2203,2266,13,29,0.461538462,0.0,0.5,0.818181818,1.25,8.75,0.827586207,2,1,6,1,2,0,0,0,1,3,43,4,12,15,0,0,0,1,1,1,0,0,0,1,0,3,0,2,0,0,0,0,1,1,42,5,14,18,2
2187,2259,27,26,2.296296296,16.0,16.0,8.2,6.25,0.25,0.153846154,15,5,4,35,18,0,0,3,27,57,18,104,80,8,9,1,0,32,40,1,0,1,2,5,1,2,35,18,0,6,22,0,21,49,18,88,34,9,1
2184,2303,15,92,4.0,12.75,24.75,3.615384615,0.75,0.0,0.27173913,15,10,3,24,4,1,0,0,101,11,13,58,21,10,12,1,1,12,2,2,0,0,1,1,0,3,24,4,1,0,0,0,92,9,12,80,32,10,1
2195,2295,22,65,0.5,6.5,12.25,5.428571429,7.0,1.5,0.215384615,9,9,4,0,0,1,0,0,46,63,36,27,3,7,4,1,0,6,6,1,0,0,0,3,4,0,0,0,1,0,0,0,35,52,29,42,14,17,2
2204,2305,28,63,0.107142857,6.25,11.0,7.090909091,8.5,7.75,0.26984127,5,7,14,0,0,0,0,0,42,59,52,25,12,16,0,0,0,4,6,1,0,0,0,2,3,4,0,0,0,0,0,0,38,54,51,28,15,26,2
2210,2306,-5,98,0.0,0.0,0.0,0.0,0.75,0.25,28.60204082,0,0,40,0,0,4,0,0,0,0,12,0,0,2751,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,0,0,2791,2
2214,2305,16,55,0.875,7.0,21.25,5.80952381,0.75,1.25,0.654545455,20,26,4,4,1,0,0,0,55,67,34,47,27,6,1,1,0,14,5,5,0,2,0,0,0,0,4,1,0,0,0,0,35,61,29,74,53,10,1
2206,2254,18,13,1.333333333,2.25,4.0,3.722222222,0.25,0.75,1.692307692,3,4,5,0,1,0,0,0,3,2,10,43,60,11,0,0,0,0,1,1,0,0,0,2,2,0,0,1,0,0,0,0,3,1,10,44,62,15,2
2210,2302,16,70,0.625,3.25,11.75,8.142857143,0.25,0.75,0.128571429,12,9,2,3,5,0,0,0,28,25,9,22,15,2,5,3,0,16,6,2,0,0,0,2,0,0,3,5,0,0,0,0,25,24,5,24,22,6,2
2194,2226,12,-4,0.666666667,0.0,2.0,0.6,0.0,0.0,0.0,3,3,0,0,0,0,0,0,7,3,0,6,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,10,13,0,2
2090,2304,132,62,1.234848485,4.0,11.25,2.761904762,2.5,0.0,0.016129032,29,3,0,20,0,1,0,3,88,52,8,83,3,2,1,0,0,2,3,0,0,0,1,9,0,0,20,0,1,16,0,0,77,49,8,99,6,2,1
2209,2286,16,48,2.5,4.75,10.5,5.857142857,0.5,0.0,0.770833333,13,12,0,14,9,36,0,0,18,30,0,56,31,3,0,0,0,16,10,1,0,0,0,1,1,0,5,1,35,4,1,0,7,17,0,68,52,3,2
2208,2278,17,46,4.294117647,11.5,18.5,8.375,0.5,0.0,0.239130435,32,16,2,2,0,0,0,0,125,42,8,30,9,3,4,0,0,10,1,1,0,0,0,2,0,0,2,0,0,0,0,0,109,40,7,70,26,5,1
2207,2305,10,76,0.9,6.25,8.25,2.538461538,4.0,2.75,0.539473684,3,5,4,0,0,4,0,0,48,24,46,14,4,13,2,0,1,7,2,2,0,0,0,0,0,2,0,0,4,0,0,0,47,22,44,13,9,16,2
0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
